,Date,sentecne,sentiment_score,sentence,sentiment
202,bennyjohnson greatest hoax in histori evolut global warm homo is normal biden got 89 million vote and demoncrat are for the peopl,,0.5819611,2023-05-06 13:02:03,Positive
203,rt climatecraz for those who studi data versu climatescam global warm is the healthier climat httpstcoufnunfwzib,,0.57869524,2023-05-06 13:01:45,Positive
204,justintrudeau you re contribut to global warm and pollut fli around like that mayb just do a zoom call,,0.5804632,2023-05-06 13:01:33,Positive
205,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5812649,2023-05-06 13:01:29,Positive
206,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5784763,2023-05-06 13:01:28,Positive
207,justinwelbi wabbey royalfamili filthi sermon the filthi thing you support is what is kill earth not your useless global warm your unnatur way of do thing is kill natur but natur will deal with you all,,0.5838571,2023-05-06 13:01:19,Positive
208,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.58382547,2023-05-06 13:01:18,Positive
209,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.58050776,2023-05-06 13:01:16,Positive
210,rt steveohfromoz thi is anoth exampl of whi the purveyor of the greatest hoax ever had to chang it name from global warm to,,0.5845386,2023-05-06 13:01:10,Positive
211,top 15 unbeliev reason that prove global warm might be a hoax conserv energi futur httpstcompfs0ef5zb,,0.5811928,2023-05-06 13:00:52,Positive
212,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.58649373,2023-05-06 13:00:47,Positive
213,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.58649373,2023-05-06 13:00:47,Positive
214,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5853697,2023-05-06 13:00:42,Positive
215,rt carbonbubbl the incom presid of the un cop28 summit is at odd with lead environ minist over how to curb global w,,0.5865667,2023-05-06 13:00:35,Positive
216,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5855516,2023-05-06 13:00:30,Positive
217,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5860727,2023-05-06 13:00:21,Positive
218,the wmo ha increas the probabl for an elniÃ±o global weather pattern to arriv a earli a thi summer here s whi that could be concern in a warm world httpstcoi0gw1rovy8,,0.5871504,2023-05-06 13:00:01,Positive
219,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.58040184,2023-05-06 13:00:00,Positive
220,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5737617,2023-05-06 12:59:57,Negative
221,rt ingridkem thi week pascallamyppf aranchaglezlaya met hon hontuya environmentk to introduc overshootcomm which is an independ,,0.5819291,2023-05-06 12:59:41,Positive
222,rt tanstaafl6817 if you ever want to infuri and silenc a global warm climat cultist ask them thi so what exactli is ear,,0.5811981,2023-05-06 12:59:40,Positive
223,cernovich world temperatur have alway gone up or down it got noth to do with what we put in the atmospher howev nuke are go to exponenti increas the global temperatur by hundr of degre global warm is the biggest lie ever money ha no bear on temp,,0.58243394,2023-05-06 12:59:37,Positive
224,rt robinmonotti but have natur disast becom so much more common in recent year the number of disast ha actual been decli,,0.5801154,2023-05-06 12:59:33,Positive
225,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5801154,2023-05-06 12:59:33,Positive
226,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5763991,2023-05-06 12:59:26,Positive
227,rt bagehot99 joncoopertweet you ve been say that for 8 year like global warm it never seem to happen,,0.58240247,2023-05-06 12:59:10,Positive
228,newstalkfm what happen to global warm be care with your repli i studi thi in uni and realiz that the data wa unsound at best,,0.58007246,2023-05-06 12:59:06,Positive
229,rt drelidavid the best clip youll see on climat chang i am a scientist and i am the founder of weather channel scienc is not abo,,0.5763542,2023-05-06 12:58:38,Positive
230,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5748033,2023-05-06 12:58:35,Positive
231,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57593095,2023-05-06 12:58:24,Positive
232,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57371277,2023-05-06 12:58:21,Negative
233,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5758909,2023-05-06 12:58:14,Positive
234,cernovich if western govern realli believ in humancaus global warm and consid it a seriou threat you would think they would see declin birth rate in western countri a salvat but no they seek immigr to keep popul grow,,0.58414304,2023-05-06 12:58:02,Positive
235,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5729692,2023-05-06 12:57:26,Negative
236,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57335836,2023-05-06 12:57:21,Negative
237,rt icansee534 did they get their share of global warm or what,,0.5760747,2023-05-06 12:57:17,Positive
238,global warm space elev amp space shaft singapor ha some idea httpstcoddhhsicnhz,,0.57612956,2023-05-06 12:56:38,Positive
239,rt joyofvegan ssclonmel plea do tell them how dairi is destroy our planet and ruin their futur run off from dairi is caus,,0.5778188,2023-05-06 12:56:37,Positive
240,mfdissent douglasdu dcexamin vivekgramaswami potu robertkennedyjr he still a kennedi he still support the quack theori of global warm and im sure he got a few other big red flag but a far a democrat go he definit the most likeabl of the bunch,,0.5744258,2023-05-06 12:56:32,Positive
241,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5744258,2023-05-06 12:56:32,Positive
242,ryanmau new studi show global warm increas frequenc of the mostdestruct tropic storm hurrican frequenc ha increas the most where the storm can strike the caribbean and southeastern unit state httpstcoe5lv26lnn2,,0.578124,2023-05-06 12:56:09,Positive
243,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5731404,2023-05-06 12:55:28,Negative
244,rt thechiefnerd sen john kennedi destroy energi secretari david turk s global warm propos you don t know do you mr secretari,,0.5744094,2023-05-06 12:55:16,Positive
245,rt dakshx77 tree plantat contribut to environment conserv by mitig climat chang through carbon sequestr tree ab,,0.5762641,2023-05-06 12:55:14,Positive
246,rt thechiefnerd sen john kennedi destroy energi secretari david turk s global warm propos you don t know do you mr secretari,,0.5709863,2023-05-06 12:54:52,Negative
247,rt drelidavid the best clip youll see on climat chang i am a scientist and i am the founder of weather channel scienc is not abo,,0.57283765,2023-05-06 12:54:50,Negative
248,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5737394,2023-05-06 12:54:47,Negative
249,rt ckellyuap melbourn on track for coldest may weekend for 23 year imagin how cold it would realli be without gl,,0.5755245,2023-05-06 12:54:41,Positive
250,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57051337,2023-05-06 12:54:27,Negative
251,geraldkutney it so obviou manmad global warm is a hoax you dont even need to be a scientist to believ it lol,,0.5746832,2023-05-06 12:53:37,Positive
252,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5735004,2023-05-06 12:53:31,Negative
253,trafalgarback well i certainli think they are fascin anim it a shame global warm is make it hard for them though,,0.57761776,2023-05-06 12:53:09,Positive
254,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.56784445,2023-05-06 12:52:51,Negative
255,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5769882,2023-05-06 12:52:30,Positive
256,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5761009,2023-05-06 12:52:10,Positive
257,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5680987,2023-05-06 12:51:57,Negative
258,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57423776,2023-05-06 12:51:53,Positive
259,rt iansart now that alberta is burn is it now that daniel smith her ucp mla have their road to damascu moment and wake up to,,0.57486695,2023-05-06 12:51:40,Positive
260,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5743808,2023-05-05 23:59:58,Positive
261,rt catturd2 democrat polici 101 1 creat a problem that doesnt exist like global warm 2 use fake scientist fake news fa,,0.57599103,2023-05-05 23:59:37,Positive
262,rt mordantivor in 2021 india ran out of fuel for cremat due to the million dead from covid over summer the heat wave from global,,0.57557344,2023-05-05 23:59:20,Positive
263,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5741077,2023-05-05 23:59:13,Positive
264,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5760385,2023-05-05 23:59:11,Positive
265,jakesna cernovich simpl question if you accept it depend a an answer there is no definit answer to give so it make no differ how simpl you think it is you know global warm isnt a scam when you look at scientif evid not nation argu over money,,0.56755054,2023-05-05 23:59:05,Negative
266,rt therightmelissa in 1970 s the settl scienc by the expert wa tell u the earth wa cool amp an ice age would wipe u out,,0.57557267,2023-05-05 23:59:01,Positive
267,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5683336,2023-05-05 23:58:56,Negative
268,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5753222,2023-05-05 23:58:53,Positive
269,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5753222,2023-05-05 23:58:53,Positive
270,she so tire of the weather she will end global warm herself httpstcovk0srs77t5,,0.5753996,2023-05-05 23:58:45,Positive
271,rt mordantivor in 2021 india ran out of fuel for cremat due to the million dead from covid over summer the heat wave from global,,0.5753996,2023-05-05 23:58:45,Positive
272,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5743674,2023-05-05 23:58:37,Positive
273,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57307166,2023-05-05 23:58:34,Negative
274,tesla concentr on advanc afford technolog that reduc the threat pose by global warm 1stprioriti,,0.57364047,2023-05-05 23:58:33,Negative
275,rt rifleman4wvu if we spend 50 trillion on global warm how much will it reduc the world s temperatur avoid the question http,,0.5737274,2023-05-05 23:58:30,Negative
276,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5749557,2023-05-05 23:58:20,Positive
277,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.57480675,2023-05-05 23:58:06,Positive
278,rt kosesha so heartwarm to see a cut edg global product name in tamil à®‰à®² is such a simpl catchi pertin yet regal na,,0.56661963,2023-05-05 23:58:05,Negative
279,fringedcanuck almost all intent to push the global warm narr watch for the climat chang lockdown,,0.5747858,2023-05-05 23:58:01,Positive
280,save emperor penguin stop global warm tee httpstcom13it8t61 save emperorpenguin stop globalwarm antarctica environ environmentalist climatechang slogan endangeredspeci penguin earthday geek,,0.5728161,2023-05-05 23:58:00,Negative
281,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5726529,2023-05-05 23:57:59,Negative
282,rt cicined2 toddglennpayne2 thechiefnerd robertkennedyjr he could go a long way with conserv on energi and climat chang if he,,0.56819785,2023-05-05 23:57:54,Negative
283,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5737772,2023-05-05 23:57:38,Positive
284,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5737154,2023-05-05 23:57:36,Negative
285,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57390803,2023-05-05 23:57:15,Positive
286,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5736345,2023-05-05 23:57:09,Negative
287,elonmusk cernovich if global warm is such a risk whi are you launch rocket constantli can t tell me their solar or batteri power launch,,0.5715625,2023-05-05 23:56:58,Negative
288,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5714675,2023-05-05 23:56:46,Negative
289,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57498044,2023-05-05 23:56:45,Positive
290,rt climatecraz global warm is the answer to your problem dure the african humid period ahp your desert were green due to annu,,0.5735075,2023-05-05 23:56:41,Negative
291,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5735075,2023-05-05 23:56:41,Negative
292,rt eleftheriaelpi do you know whi all of a sudden co2 is the target it use to be call global warm when they realis it wasn,,0.5725738,2023-05-05 23:56:39,Negative
293,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5725129,2023-05-05 23:56:34,Negative
294,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57095695,2023-05-05 23:56:32,Negative
295,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.573755,2023-05-05 23:56:30,Negative
296,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.57076246,2023-05-05 23:56:28,Negative
297,elonmusk cernovich under blow short term global warm risk will be signific in the long term fix it for you,,0.57025933,2023-05-05 23:56:26,Negative
298,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.57025933,2023-05-05 23:56:26,Negative
299,rt climatekev1 i don t have anyon to voic my concern about catastroph manmad global warm to that is whi i come here nobodi,,0.56800705,2023-05-05 23:56:23,Negative
300,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.57222015,2023-05-05 23:56:13,Negative
301,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5738287,2023-05-05 23:56:10,Positive
302,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5655666,2023-05-05 23:56:05,Negative
303,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5744413,2023-05-05 23:55:41,Positive
304,rt drelidavid the best clip youll see on climat chang i am a scientist and i am the founder of weather channel scienc is not abo,,0.5716368,2023-05-05 23:55:30,Negative
305,rt dwnew flood in rwanda have kill 130 peopl expert blame extrem weather event on climat chang africa which contribut th,,0.5710747,2023-05-05 23:55:25,Negative
306,rt rifleman4wvu if we spend 50 trillion on global warm how much will it reduc the world s temperatur avoid the question http,,0.57185334,2023-05-05 23:54:53,Negative
307,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57321507,2023-05-05 23:54:49,Negative
308,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5701227,2023-05-05 23:54:46,Negative
309,rt therightmelissa in 1970 s the settl scienc by the expert wa tell u the earth wa cool amp an ice age would wipe u out,,0.5711187,2023-05-05 23:54:29,Negative
310,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5689633,2023-05-05 23:54:28,Negative
311,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5689633,2023-05-05 23:54:28,Negative
312,rt aridavidusa happi cinco de mayo and global warm is fake,,0.56871605,2023-05-05 23:54:27,Negative
313,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5688884,2023-05-05 23:54:26,Negative
314,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57028383,2023-05-05 23:54:25,Negative
315,rt drelidavid the best clip youll see on climat chang i am a scientist and i am the founder of weather channel scienc is not abo,,0.5729018,2023-05-05 23:54:11,Negative
316,rt drelidavid the best clip youll see on climat chang i am a scientist and i am the founder of weather channel scienc is not abo,,0.5655332,2023-05-05 23:53:54,Negative
317,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5695941,2023-05-05 23:53:50,Negative
318,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.56603605,2023-05-05 23:53:48,Negative
319,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.56940687,2023-05-05 23:53:44,Negative
320,rt thechiefnerd sen john kennedi destroy energi secretari david turk s global warm propos you don t know do you mr secretari,,0.56940687,2023-05-05 23:53:44,Negative
321,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57227355,2023-05-05 23:53:41,Negative
322,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5705,2023-05-05 23:53:35,Negative
323,rt climatecraz for those who studi data versu climatescam global warm is the healthier climat httpstcoufnunfwzib,,0.569055,2023-05-05 23:53:28,Negative
324,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.569055,2023-05-05 23:53:28,Negative
325,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57108784,2023-05-05 23:53:13,Negative
326,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57335675,2023-05-05 23:53:10,Negative
327,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57335675,2023-05-05 23:53:10,Negative
328,rt eliotjacobson the most complet warm stripe ever each day from jan 1 1979 to may 4 2023 is list column are year row t,,0.57269686,2023-05-05 23:52:53,Negative
329,rt drelidavid if thi global warm continu well all freez to death httpstco5jrfpo9s1r,,0.5747969,2023-05-05 23:52:49,Positive
330,rt mohanrngnathan global warm ha definit chang weather pattern dgca should do away with silli restrict like monsoon check,,0.57220644,2023-05-05 23:52:40,Negative
331,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5706846,2023-05-05 23:52:32,Negative
332,happi cinco de mayo and global warm is fake,,0.5673504,2023-05-05 23:52:23,Negative
333,rjbrocklin elonmusk cernovich a i will destroy u befor global warm,,0.5732758,2023-05-05 23:52:15,Negative
334,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.57501566,2023-05-05 23:52:03,Positive
335,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5775255,2023-05-05 23:52:02,Positive
336,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5727618,2023-05-05 23:52:00,Negative
337,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.56528443,2023-05-05 23:51:57,Negative
338,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.56528443,2023-05-05 23:51:57,Negative
339,foxnew senjohnkennedi all i know is that after the raptur global warm investor are go to want their money back after all hell liter break loo,,0.56603223,2023-05-05 23:51:56,Negative
340,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5706405,2023-05-05 23:51:55,Negative
341,cernovich global warm is anoth leftist euphem for larg corpor pollut from loo fed restrict they buri our trash sell you pollut water it all your fault world,,0.5715481,2023-05-05 23:51:53,Negative
342,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57130486,2023-05-05 23:51:50,Negative
343,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5726677,2023-05-05 23:51:45,Negative
344,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5726677,2023-05-05 23:51:45,Negative
345,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.56996995,2023-05-05 23:51:43,Negative
346,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57204366,2023-05-05 23:51:39,Negative
347,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57058674,2023-05-05 23:51:35,Negative
348,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57176673,2023-05-05 23:51:30,Negative
349,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5713049,2023-05-05 23:51:14,Negative
350,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5717115,2023-05-05 23:51:12,Negative
351,rt therightmelissa in 1970 s the settl scienc by the expert wa tell u the earth wa cool amp an ice age would wipe u out,,0.5716711,2023-05-05 23:51:09,Negative
352,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.57092834,2023-05-05 23:51:04,Negative
353,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5706916,2023-05-05 23:50:58,Negative
354,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5707644,2023-05-05 23:50:55,Negative
355,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5666216,2023-05-05 23:50:54,Negative
356,eleftheriaelpi correcttowmundo global warm becam climat chang now too much rain too littl rain too warm too cold too windi too calm whatev they don t like it s climat chang,,0.57457644,2023-05-05 23:50:47,Positive
357,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57166713,2023-05-05 23:50:46,Negative
358,rt therightmelissa in 1970 s the settl scienc by the expert wa tell u the earth wa cool amp an ice age would wipe u out,,0.57085407,2023-05-05 23:50:43,Negative
359,rt therightmelissa in 1970 s the settl scienc by the expert wa tell u the earth wa cool amp an ice age would wipe u out,,0.5736857,2023-05-05 23:50:39,Negative
360,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5705478,2023-05-05 23:50:26,Negative
361,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57242334,2023-05-05 23:50:25,Negative
362,rt mjjohns89100431 rksalberta radicalranger1 albertaucp that is one of the stupidest decis ever a rappel team may be the onli,,0.57373023,2023-05-05 23:50:19,Negative
363,rt prashantadvait the obviou destruct consum cultur the obviou global warm the obviou inequ in incom the obviou a,,0.57121426,2023-05-05 23:50:17,Negative
364,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5722612,2023-05-05 23:50:14,Negative
365,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57288224,2023-05-05 23:50:09,Negative
366,jordanbpeterson global warm amp co2 emiss ha been a put up job for one world govern sinc 1989 and the un ha been at the center of it ask judith curri that whi the i in ipcc stand for intergovernment,,0.5652011,2023-05-05 23:50:05,Negative
367,rt climatecraz for those who studi data versu climatescam global warm is the healthier climat httpstcoufnunfwzib,,0.5722077,2023-05-05 23:49:44,Negative
368,elonmusk cernovich global warm is anoth euphem forlarg corpor pollut with loo as restrict,,0.5720331,2023-05-05 23:49:35,Negative
369,rt rifleman4wvu if we spend 50 trillion on global warm how much will it reduc the world s temperatur avoid the question http,,0.57551503,2023-05-05 23:49:18,Positive
370,rt carlarombot engineersfe what make it use or not is the uncontrol natur of human behavior and action toward natur and i,,0.57234347,2023-05-05 23:49:17,Negative
371,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5654943,2023-05-05 23:49:05,Negative
372,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5702401,2023-05-05 23:48:52,Negative
373,cernovich freedomandbook we need a massiv crime against human tribun for covid the migrant scam the global warm scam and the globalist scam,,0.57074195,2023-05-05 23:48:48,Negative
374,engineersfe what make it use or not is the uncontrol natur of human behavior and action toward natur and in use technolog invent which result in environment damag flood drought landslid global warm hunger etc,,0.57429254,2023-05-05 23:48:45,Positive
375,34r0cket chuckcallesto global warm theori is hoax and fail same thing to climat chang theori whi they are same thing 100,,0.57439363,2023-05-05 23:48:41,Positive
376,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57090956,2023-05-05 23:48:35,Negative
377,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5709711,2023-05-05 23:48:32,Negative
378,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.56804115,2023-05-05 23:48:23,Negative
379,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5728131,2023-05-05 23:48:21,Negative
380,abdaniellesmith do you think global warm might have someth to do with it,,0.57509583,2023-05-05 23:48:18,Positive
381,marcgoldwein gregip i like the idea of delay the debt ceil until after the budg is approv but spend cut are not the onli fiscal solut we could rais tax that would be disinflationari help balanc the budget and not jeopard the global warm initi critic to earth,,0.5734602,2023-05-05 23:48:15,Negative
382,rt tonyclim antonioguterr in 1989 the un said we onli had until the year 2000 to save the planet from global warm thirti five,,0.5752333,2023-05-05 23:48:11,Positive
383,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.571697,2023-05-05 23:48:08,Negative
384,rt unacceptablejj rebelalberta most like or hire activist to help fuel the global warm agenda,,0.5718019,2023-05-05 23:48:06,Negative
385,rt climatecraz global warm is the answer to your problem dure the african humid period ahp your desert were green due to annu,,0.57069296,2023-05-05 23:47:54,Negative
386,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5790628,2023-05-05 23:47:49,Positive
387,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5716902,2023-05-05 23:47:48,Negative
388,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57389253,2023-05-05 23:47:28,Positive
389,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57102615,2023-05-05 23:47:23,Negative
390,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57679576,2023-05-05 23:47:19,Positive
391,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57782674,2023-05-05 23:47:18,Positive
392,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57534474,2023-05-05 23:47:06,Positive
393,rt mordantivor in 2021 india ran out of fuel for cremat due to the million dead from covid over summer the heat wave from global,,0.5674417,2023-05-05 23:46:54,Negative
394,londyncamil global warm,,0.5697611,2023-05-05 23:46:27,Negative
395,corky77714 global warm,,0.573659,2023-05-05 23:46:19,Negative
396,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5722877,2023-05-05 23:46:09,Negative
397,rt doyleesth newstalkfm global warm is get colder climatecult climatescam wokemindviru wokeismarx nohatespeec,,0.57428044,2023-05-05 23:46:03,Positive
398,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57726055,2023-05-05 23:46:02,Positive
399,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5738589,2023-05-05 23:45:59,Positive
400,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5739829,2023-05-05 23:45:58,Positive
401,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57106525,2023-05-05 23:45:52,Negative
402,jtheretohelp1 small dose of hopium small dose of truthium keep the major of fenc sitter on the plantat he honestli promot a mar civil a tesla in orbit long term global warmingetc all scam a charact for the next gen to follow into their pen wykyk,,0.5663592,2023-05-05 23:45:51,Negative
403,rt metrodecorguy climatecult globalwarminghoax maga americafirst liberalhypocrisi it s been the chilliest wettest fall winter amp,,0.5663592,2023-05-05 23:45:51,Negative
404,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57196033,2023-05-05 23:45:50,Negative
405,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5747956,2023-05-05 23:45:42,Positive
406,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.57245064,2023-05-05 23:45:32,Negative
407,newstalkfm global warm is get colder climatecult climatescam wokemindviru wokeismarx nohatespeechlaw,,0.57048357,2023-05-05 23:45:23,Negative
408,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57687753,2023-05-05 23:45:18,Positive
409,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57663673,2023-05-05 23:45:15,Positive
410,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5748613,2023-05-05 23:45:09,Positive
411,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5721122,2023-05-05 23:44:59,Negative
412,rt climateben 2 utterli horrif impact human wouldnt cope with are now understood to happen at or below 3 degre of warm not,,0.5704463,2023-05-05 23:44:43,Negative
413,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5704463,2023-05-05 23:44:43,Negative
414,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5740284,2023-05-05 23:44:42,Positive
415,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.57381207,2023-05-05 23:44:40,Positive
416,rt climatecraz global warm is the answer to your problem dure the african humid period ahp your desert were green due to annu,,0.5734424,2023-05-05 23:44:35,Negative
